"protein","RNA","corr.coef","conf.level","conf.low","conf.high","statistic","p.value","method","n.obs","factor","fact_lvl"
"CD3","CD3 RNA (ENSG00000167286_CD3D)",-0.000559702646154795,0.95,-0.013372624117991,0.0122534026022126,2544511373887.45,"0.929763055034583","Spearman correlation",24803,"donor","31800"
"CD319","CD319 RNA (ENSG00000026751_SLAMF7)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",24803,"donor","31800"
"CX3CR1","CX3CR1 RNA (ENSG00000168329_CX3CR1)",-0.00647492607173279,0.95,-0.0192863433856033,0.00633861717445955,2559554307603.12,"0.307873919268138","Spearman correlation",24803,"donor","31800"
"CD194","CD194 RNA (ENSG00000183813_CCR4)",-0.000215070460538997,0.95,-0.0130280519324551,0.0125979816290775,2543634943911.52,"0.97298107769343","Spearman correlation",24803,"donor","31800"
"CD1d","CD1d RNA (ENSG00000158473_CD1D)",-0.0013623389220306,0.95,-0.0141751088593149,0.0114508783340879,2546552548569.64,"0.830123162520124","Spearman correlation",24803,"donor","31800"
"CD137","CD137 RNA (ENSG00000049249_TNFRSF9)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",24803,"donor","31800"
"CD24","CD24 RNA (ENSG00000272398_CD24)",0.00449831018246457,0.95,-0.00831518645266499,0.0173103298415945,2531648402155.08,"0.478693589242404","Spearman correlation",24803,"donor","31800"
"CD45RA","CD45RA RNA (ENSG00000081237_PTPRC)",0.012190188435265,0.95,-0.000622926234851373,0.0249993010903637,2512087278866.74,"0.054882728295549","Spearman correlation",24803,"donor","31800"
"CD88","CD88 RNA (ENSG00000197405_C5AR1)",-0.0146628940185046,0.95,-0.0274707502994733,-0.00185022425774247,2580377030639.52,"0.0209290321002135","Spearman correlation",24803,"donor","31800"
"IgM","IgM RNA (ENSG00000211899_IGHM)",-0.0522089441327047,0.95,-0.0649784938756199,-0.0394222984678811,2675859940162.53,"< 0.001","Spearman correlation",24803,"donor","31800"
"CD48","CD48 RNA (ENSG00000117091_CD48)",0.507355970012143,0.95,0.497169425624869,0.517402670330738,867382398924.833,"< 0.001","Spearman correlation",21942,"day","2"
"CD62L","CD62L RNA (ENSG00000188404_SELL)",0.49620874019827,0.95,0.485870318467259,0.506408330258434,887008965672.353,"< 0.001","Spearman correlation",21942,"day","2"
"CD71","CD71 RNA (ENSG00000072274_TFRC)",0.468523398875224,0.95,0.457822714123759,0.479088353743008,935753650089.675,"< 0.001","Spearman correlation",21942,"day","2"
"CD36","CD36 RNA (ENSG00000135218_CD36)",0.426798244814257,0.95,0.415591789730882,0.437875140516839,1009217778388.97,"< 0.001","Spearman correlation",21942,"day","2"
"CD32","CD32 RNA (ENSG00000143226_FCGR2A)",0.372750245309287,0.95,0.360960384120518,0.384420976085424,1104378341826.36,"< 0.001","Spearman correlation",21942,"day","2"
"CD9","CD9 RNA (ENSG00000010278_CD9)",0.363613243706585,0.95,0.351732744884668,0.375376624386973,1120465564824.53,"< 0.001","Spearman correlation",21942,"day","2"
"FceRIa","FceRIa RNA (ENSG00000179639_FCER1A)",0.332509262449754,0.95,0.320337515495224,0.344571237899345,1175229337927.24,"< 0.001","Spearman correlation",21942,"day","2"
"CD41","CD41 RNA (ENSG00000005961_ITGA2B)",0.407079919310195,0.95,0.395651247142493,0.418382533760245,1043935195910.33,"< 0.001","Spearman correlation",21942,"day","2"
"HLA-A-B-C","HLA-A-B-C RNA (ENSG00000206503_HLA-A)",0.338265983050345,0.95,0.326146124562183,0.35027465430428,1165093666284.98,"< 0.001","Spearman correlation",21942,"day","2"
"CD38","CD38 RNA (ENSG00000004468_CD38)",0.299509247926376,0.95,0.287057706054068,0.311859594409085,1233331395436.29,"< 0.001","Spearman correlation",21942,"day","2"
"CD52","CD52 RNA (ENSG00000169442_CD52)",0.348461669932998,0.95,0.336435957060124,0.360373749705486,1147142450379.29,"< 0.001","Spearman correlation",21942,"day","2"
"CD82","CD82 RNA (ENSG00000085117_CD82)",0.286586463143879,0.95,0.274033538703839,0.299041752906609,1256084124350.32,"< 0.001","Spearman correlation",21942,"day","2"
"HLA-DR","HLA-DR RNA (ENSG00000204287_HLA-DRA)",0.271324110972697,0.95,0.258657377474308,0.283897552024066,1282956053844.33,"< 0.001","Spearman correlation",21942,"day","2"
"CD13","CD13 RNA (ENSG00000166825_ANPEP)",0.218784352511588,0.95,0.205774874496815,0.231716512742273,1375461106090.78,"< 0.001","Spearman correlation",21942,"day","2"
"CD44","CD44 RNA (ENSG00000026508_CD44)",0.240587689794521,0.95,0.227711227265597,0.253380023532623,1337072675812.83,"< 0.001","Spearman correlation",21942,"day","2"
"CD11a","CD11a RNA (ENSG00000005844_ITGAL)",0.215944988559845,0.95,0.202919150279814,0.228894413561984,1380460282303.15,"< 0.001","Spearman correlation",21942,"day","2"
"CD31","CD31 RNA (ENSG00000261371_PECAM1)",0.167671826017433,0.95,0.154401723737082,0.180881444474401,1465453277206.1,"< 0.001","Spearman correlation",21942,"day","2"
"CD123","CD123 RNA (ENSG00000185291_IL3RA)",0.139759901325012,0.95,0.126377734251959,0.15309120812407,1514596899628.4,"< 0.001","Spearman correlation",21942,"day","2"
"CD63","CD63 RNA (ENSG00000135404_CD63)",0.190290309151463,0.95,0.17712669170057,0.203385855418368,1425629646010.73,"< 0.001","Spearman correlation",21942,"day","2"
"CD33","CD33 RNA (ENSG00000105383_CD33)",0.228679151203397,0.95,0.215728418279032,0.241549445282886,1358039654284.31,"< 0.001","Spearman correlation",21942,"day","2"
"CD45","CD45 RNA (ENSG00000081237_PTPRC)",0.177636474072648,0.95,0.164411554055196,0.190797542567895,1447908843886.19,"< 0.001","Spearman correlation",21942,"day","2"
"CD81","CD81 RNA (ENSG00000110651_CD81)",0.103349543366904,0.95,0.0898532685459128,0.116807868588467,1578703438445.47,"< 0.001","Spearman correlation",21942,"day","2"
"CD162","CD162 RNA (ENSG00000110876_SELPLG)",0.183657088729645,0.95,0.170460788038407,0.196787522035698,1437308542519.87,"< 0.001","Spearman correlation",21942,"day","2"
"KLRG1","KLRG1 RNA (ENSG00000139187_KLRG1)",0.162061678360136,0.95,0.148767336594608,0.175297448785557,1475330882611.02,"< 0.001","Spearman correlation",21942,"day","2"
"CD112","CD112 RNA (ENSG00000130202_NECTIN2)",0.14331095111063,0.95,0.129941855793449,0.15662794734331,1508344681202.39,"< 0.001","Spearman correlation",21942,"day","2"
"integrinB7","integrinB7 RNA (ENSG00000139626_ITGB7)",0.133261721700291,0.95,0.119856528692095,0.146618331462538,1526038034176.75,"< 0.001","Spearman correlation",21942,"day","2"
"CD18","CD18 RNA (ENSG00000160255_ITGB2)",0.12400560478599,0.95,0.110569610182024,0.13739628106617,1542334979648.83,"< 0.001","Spearman correlation",21942,"day","2"
"CD49b","CD49b RNA (ENSG00000164171_ITGA2)",0.114691982874146,0.95,0.101227362935083,0.128114593568283,1558733172308.89,"< 0.001","Spearman correlation",21942,"day","2"
"CD26","CD26 RNA (ENSG00000197635_DPP4)",0.0152844805214765,0.95,0.00166204662345374,0.0289012427526658,1733756744326.83,"0.0235699499878053","Spearman correlation",21942,"day","2"
"CD224","CD224 RNA (ENSG00000100031_GGT1)",0.110742506953105,0.95,0.0972664652015566,0.124177949479581,1565686886736.27,"< 0.001","Spearman correlation",21942,"day","2"
"CD35","CD35 RNA (ENSG00000203710_CR1)",0.0654550333666145,0.95,0.0518785124089329,0.0790073640829353,1645423075727.87,"< 0.001","Spearman correlation",21942,"day","2"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.151822923227555,0.95,0.138486568145868,0.165104226330338,1493357927390.43,"< 0.001","Spearman correlation",21942,"day","2"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.133858546376152,0.95,0.120455419944308,0.147212879896825,1524987224286.5,"< 0.001","Spearman correlation",21942,"day","2"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.0679022961218037,0.95,0.0543297721765546,0.0814497336135024,1641114259401.72,"< 0.001","Spearman correlation",21942,"day","2"
"CD62P","CD62P RNA (ENSG00000174175_SELP)",0.113365180734294,0.95,0.0998966760928333,0.126792149380823,1561069229893.91,"< 0.001","Spearman correlation",21942,"day","2"
"CD49d","CD49d RNA (ENSG00000115232_ITGA4)",0.0877109191738962,0.95,0.0741767705514172,0.101212763392818,1606237857910.06,"< 0.001","Spearman correlation",21942,"day","2"
"CD244","CD244 RNA (ENSG00000122223_CD244)",0.112107283013215,0.95,0.0986351399016519,0.125538339213113,1563283969698.91,"< 0.001","Spearman correlation",21942,"day","2"
"CD72","CD72 RNA (ENSG00000137101_CD72)",0.0799217761189071,0.95,0.0663712583111807,0.0934428195810144,1619951949987.4,"< 0.001","Spearman correlation",21942,"day","2"
"CD86","CD86 RNA (ENSG00000114013_CD86)",0.0383460498790335,0.95,0.0247361916012795,0.0519416965505528,1693152985558.41,"< 0.001","Spearman correlation",21942,"day","2"
"CD39","CD39 RNA (ENSG00000138185_ENTPD1)",0.0219310570066022,0.95,0.00831075998100068,0.0355432180095588,1722054332229.3,"0.00115886281936862","Spearman correlation",21942,"day","2"
"CD95","CD95 RNA (ENSG00000026103_FAS)",0.0690081356370156,0.95,0.0554374714773998,0.0825533086686142,1639167243558.34,"< 0.001","Spearman correlation",21942,"day","2"
"CD142","CD142 RNA (ENSG00000117525_F3)",0.0417005716073826,0.95,0.0280937510766233,0.0552919414523989,1687246787722.11,"< 0.001","Spearman correlation",21942,"day","2"
"CD22","CD22 RNA (ENSG00000012124_CD22)",0.0810686673250022,0.95,0.0675204556428889,0.0945869872542349,1617932655760.55,"< 0.001","Spearman correlation",21942,"day","2"
"CD103","CD103 RNA (ENSG00000083457_ITGAE)",0.0591835295358603,0.95,0.0455975123011298,0.0727476571237877,1656465109542.27,"< 0.001","Spearman correlation",21942,"day","2"
"CD54","CD54 RNA (ENSG00000090339_ICAM1)",0.046678495261428,0.95,0.033076748499233,0.0602629545633961,1678482318657.46,"< 0.001","Spearman correlation",21942,"day","2"
"CD40","CD40 RNA (ENSG00000101017_CD40)",0.0351099600474618,0.95,0.0214974622171729,0.0487094425165503,1698850664187.16,"< 0.001","Spearman correlation",21942,"day","2"
"CD64","CD64 RNA (ENSG00000150337_FCGR1A)",0.0491945198156377,0.95,0.035595594812688,0.0627752299479954,1674052435657.28,"< 0.001","Spearman correlation",21942,"day","2"
"CD11c","CD11c RNA (ENSG00000140678_ITGAX)",0.0294507181122199,0.95,0.0158342908754776,0.04305622389167,1708814708298.3,"< 0.001","Spearman correlation",21942,"day","2"
"CD105","CD105 RNA (ENSG00000106991_ENG)",0.0410784339573428,0.95,0.0274710268471643,0.0546706201080287,1688342165346.73,"< 0.001","Spearman correlation",21942,"day","2"
"CD155","CD155 RNA (ENSG00000073008_PVR)",0.0548815862299022,0.95,0.0412896760693834,0.068453187868617,1664039401886.48,"< 0.001","Spearman correlation",21942,"day","2"
"CD7","CD7 RNA (ENSG00000173762_CD7)",0.0607604948303245,0.95,0.0471767643403655,0.0743217566812361,1653688597787.59,"< 0.001","Spearman correlation",21942,"day","2"
"CD223","CD223 RNA (ENSG00000089692_LAG3)",0.0624293162188389,0.95,0.0488480796330118,0.0759874718144435,1650750357981.09,"< 0.001","Spearman correlation",21942,"day","2"
"CD101","CD101 RNA (ENSG00000134256_CD101)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD42b","CD42b RNA (ENSG00000185245_GP1BA)",0.0146036387550884,0.95,0.000981053963504804,0.0282208044119496,1734955480389.12,"0.0305254451560374","Spearman correlation",21942,"day","2"
"CD304","CD304 RNA (ENSG00000099250_NRP1)",0.00951576311913129,0.95,-0.00410754931177373,0.0231355439965984,1743913538349.66,"0.158685707828619","Spearman correlation",21942,"day","2"
"CD127","CD127 RNA (ENSG00000168685_IL7R)",0.0288165912610064,0.95,0.0151997781529895,0.0424227176752041,1709931194921.39,"< 0.001","Spearman correlation",21942,"day","2"
"CD124","CD124 RNA (ENSG00000077238_IL4R)",0.0247210686275103,0.95,0.0111020274891618,0.0383309398937852,1717142049068.51,"< 0.001","Spearman correlation",21942,"day","2"
"CD192","CD192 RNA (ENSG00000121807_CCR2)",0.0241851967668726,0.95,0.0105658979446138,0.0377955242546629,1718085541309.77,"< 0.001","Spearman correlation",21942,"day","2"
"CD115","CD115 RNA (ENSG00000182578_CSF1R)",0.0333759540531863,0.95,0.0197621594144153,0.0469773746608249,1701903672419.3,"< 0.001","Spearman correlation",21942,"day","2"
"CD56","CD56 RNA (ENSG00000149294_NCAM1)",0.0319403524623462,0.95,0.0183255462433624,0.0455433157836062,1704431289676.31,"< 0.001","Spearman correlation",21942,"day","2"
"CD58","CD58 RNA (ENSG00000116815_CD58)",0.042888165687123,0.95,0.0292824941967722,0.0564779480691731,1685155829263,"< 0.001","Spearman correlation",21942,"day","2"
"CD69","CD69 RNA (ENSG00000110848_CD69)",0.0368085808088696,0.95,0.0231974328536107,0.0504060853880803,1695859957589.28,"< 0.001","Spearman correlation",21942,"day","2"
"CD93","CD93 RNA (ENSG00000125810_CD93)",0.0345586047533896,0.95,0.0209456856881276,0.0481587123538009,1699821417608.54,"< 0.001","Spearman correlation",21942,"day","2"
"CD29","CD29 RNA (ENSG00000150093_ITGB1)",0.0223810916615021,0.95,0.0087609828565309,0.0359928976547963,1721261970778.02,"< 0.001","Spearman correlation",21942,"day","2"
"CD134","CD134 RNA (ENSG00000186827_TNFRSF4)",0.0321518347972948,0.95,0.0185371740662241,0.045754574378586,1704058939573.9,"< 0.001","Spearman correlation",21942,"day","2"
"CD119","CD119 RNA (ENSG00000027697_IFNGR1)",0.0336238247472462,0.95,0.0200102104588929,0.0472249733143962,1701467254510.73,"< 0.001","Spearman correlation",21942,"day","2"
"CD25","CD25 RNA (ENSG00000134460_IL2RA)",0.0175979433930506,0.95,0.0039761166344889,0.0312132405166257,1729683505125.25,"0.00913908098989029","Spearman correlation",21942,"day","2"
"CD14","CD14 RNA (ENSG00000170458_CD14)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD45RO","CD45RO RNA (ENSG00000081237_PTPRC)",0.037006032638639,0.95,0.0233950467029182,0.0506033022114633,1695512310543.23,"< 0.001","Spearman correlation",21942,"day","2"
"HLA-E","HLA-E RNA (ENSG00000204592_HLA-E)",0.0564707945384419,0.95,0.0428810024663099,0.0700396937224757,1661241334253.17,"< 0.001","Spearman correlation",21942,"day","2"
"CD352","CD352 RNA (ENSG00000162739_SLAMF6)",0.0253521328985283,0.95,0.01173340525939,0.0389614568800113,1716030954631.25,"< 0.001","Spearman correlation",21942,"day","2"
"CD141","CD141 RNA (ENSG00000178726_THBD)",0.000423439727213329,0.95,-0.013199416377222,0.0140461386676743,1759922097868.14,"0.94998959364838","Spearman correlation",21942,"day","2"
"CD79b","CD79b RNA (ENSG00000007312_CD79B)",0.0289601804186821,0.95,0.0153434537253237,0.0425661672570358,1709678382138.81,"< 0.001","Spearman correlation",21942,"day","2"
"CD2","CD2 RNA (ENSG00000116824_CD2)",0.0446136239810293,0.95,0.0310096905150468,0.0582010315945158,1682117870690.25,"< 0.001","Spearman correlation",21942,"day","2"
"CD226","CD226 RNA (ENSG00000150637_CD226)",0.0135657356304271,0.95,-5.70548780630391e-05,0.0271834920032724,1736782882828.45,"0.0444896821310042","Spearman correlation",21942,"day","2"
"CD328","CD328 RNA (ENSG00000168995_SIGLEC7)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD20","CD20 RNA (ENSG00000156738_MS4A1)",0.0483946217912581,0.95,0.0347947809570155,0.0619765425250104,1675460790219.7,"< 0.001","Spearman correlation",21942,"day","2"
"CD107a","CD107a RNA (ENSG00000185896_LAMP1)",0.0195919781774962,0.95,0.00597079180058032,0.0332058955812593,1726172672618.23,"0.00370504489891322","Spearman correlation",21942,"day","2"
"CD11b","CD11b RNA (ENSG00000169896_ITGAM)",-0.00286037577886332,0.95,-0.0164825134813709,0.0107628235728001,1765703805547.33,"0.671799644328817","Spearman correlation",21942,"day","2"
"CD49a","CD49a RNA (ENSG00000213949_ITGA1)",0.0173678691772553,0.95,0.00374597550546553,0.0309833185301765,1730088589350.53,"0.0100902571977555","Spearman correlation",21942,"day","2"
"CD278","CD278 RNA (ENSG00000163600_ICOS)",0.0191198596208552,0.95,0.00549851182968544,0.0327341134735966,1727003916480.55,"0.00462158740300116","Spearman correlation",21942,"day","2"
"CD83","CD83 RNA (ENSG00000112149_CD83)",0.0188540752914943,0.95,0.00523263930373741,0.0324685158827338,1727471874347.01,"0.00522359530520649","Spearman correlation",21942,"day","2"
"CD195","CD195 RNA (ENSG00000160791_CCR5)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD274","CD274 RNA (ENSG00000120217_CD274)",0.00433157369498681,0.95,-0.00929175455814195,0.0179532942702215,1753041172879.82,"0.521136048889758","Spearman correlation",21942,"day","2"
"CD270","CD270 RNA (ENSG00000157873_TNFRSF14)",0.0129908113696058,0.95,-0.000632080454857867,0.0266088823346012,1737795133366.76,"0.054319663734636","Spearman correlation",21942,"day","2"
"CD335","CD335 RNA (ENSG00000189430_NCR1)",0.00769540508477514,0.95,-0.00592799632831455,0.0213159504383641,1747118583823.94,"0.254344888862148","Spearman correlation",21942,"day","2"
"CD154","CD154 RNA (ENSG00000102245_CD40LG)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD172a","CD172a RNA (ENSG00000198053_SIRPA)",-0.0036011812765419,0.95,-0.017223116307753,0.010022090352746,1767008117810.54,"0.593750985713473","Spearman correlation",21942,"day","2"
"CD27","CD27 RNA (ENSG00000139193_CD27)",0.0153492347458102,0.95,0.00172681585713096,0.0289659579503735,1733642733659.85,"0.0229863890219301","Spearman correlation",21942,"day","2"
"CD122","CD122 RNA (ENSG00000100385_IL2RB)",0.00750057054292639,0.95,-0.00612283504449759,0.021121192373168,1747461622695.85,"0.266568666063094","Spearman correlation",21942,"day","2"
"IgD","IgD RNA (ENSG00000211898_IGHD)",0.0122604930497332,0.95,-0.00136251448473551,0.0258789506602357,1739080981195.43,"0.0693564050373152","Spearman correlation",21942,"day","2"
"CD163","CD163 RNA (ENSG00000177575_CD163)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD268","CD268 RNA (ENSG00000159958_TNFRSF13C)",0.0112378445312586,0.95,-0.00238530060061594,0.0248568191484056,1740881525343.37,"0.0959924287289619","Spearman correlation",21942,"day","2"
"CD161","CD161 RNA (ENSG00000111796_KLRB1)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD146","CD146 RNA (ENSG00000076706_MCAM)",0.00755715050777999,0.95,-0.00606625397399363,0.0211777502357068,1747362004182.97,"0.26297795797445","Spearman correlation",21942,"day","2"
"CD21","CD21 RNA (ENSG00000117322_CR2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD19","CD19 RNA (ENSG00000177455_CD19)",0.0101311970058847,0.95,-0.0034920649162664,0.0237506990161304,1742829963824.09,"0.133440875812749","Spearman correlation",21942,"day","2"
"CD303","CD303 RNA (ENSG00000198178_CLEC4C)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD94","CD94 RNA (ENSG00000134539_KLRD1)",-0.0123486800680388,0.95,-0.0259670917614118,0.00127431426595344,1782409555815.48,"0.0673764225185125","Spearman correlation",21942,"day","2"
"CD23","CD23 RNA (ENSG00000104921_FCER2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD85j","CD85j RNA (ENSG00000104972_LILRB1)",0.00379088736515969,0.95,-0.00983240036840916,0.0174127680921748,1753993141801.16,"0.574451405117051","Spearman correlation",21942,"day","2"
"CD185","CD185 RNA (ENSG00000160683_CXCR5)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD3","CD3 RNA (ENSG00000167286_CD3D)",-0.0110313117339169,0.95,-0.0246503873089734,0.00259185772760591,1780090108026.89,"0.102257522366644","Spearman correlation",21942,"day","2"
"CD319","CD319 RNA (ENSG00000026751_SLAMF7)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CX3CR1","CX3CR1 RNA (ENSG00000168329_CX3CR1)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD194","CD194 RNA (ENSG00000183813_CCR4)",-0.00168019842954186,0.95,-0.0153026281326677,0.0119428548947231,1763625905485.42,"0.803460589979196","Spearman correlation",21942,"day","2"
"CD1d","CD1d RNA (ENSG00000158473_CD1D)",-0.00744374992105215,0.95,-0.0210643938598833,0.00617965668893606,1773773604056.24,"0.270208449163519","Spearman correlation",21942,"day","2"
"CD137","CD137 RNA (ENSG00000049249_TNFRSF9)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",21942,"day","2"
"CD24","CD24 RNA (ENSG00000272398_CD24)",-0.0167557328527327,0.95,-0.0303715802106812,-0.0031336681781955,1790168911016.98,"0.0130635752186284","Spearman correlation",21942,"day","2"
"CD45RA","CD45RA RNA (ENSG00000081237_PTPRC)",-0.0081885537341161,0.95,-0.0218089008969157,0.00543483249072912,1775084956023.95,"0.225165011599163","Spearman correlation",21942,"day","2"
"CD88","CD88 RNA (ENSG00000197405_C5AR1)",-0.0110791389360344,0.95,-0.024698191235408,0.00254402499485514,1780174315833.7,"0.100778498730147","Spearman correlation",21942,"day","2"
"IgM","IgM RNA (ENSG00000211899_IGHM)",-0.039829520517536,0.95,-0.0534233135908134,-0.0262209677562354,1830794182163.52,"< 0.001","Spearman correlation",21942,"day","2"
"CD48","CD48 RNA (ENSG00000117091_CD48)",0.592057416768166,0.95,0.582916661222124,0.601048334247839,620796108780.774,"< 0.001","Spearman correlation",20901,"day","3"
"CD62L","CD62L RNA (ENSG00000188404_SELL)",0.557174465032945,0.95,0.547474256039384,0.566724961441896,673880051448.523,"< 0.001","Spearman correlation",20901,"day","3"
"CD71","CD71 RNA (ENSG00000072274_TFRC)",0.620162122837183,0.95,0.611497435589389,0.628678091436054,578027119017.923,"< 0.001","Spearman correlation",20901,"day","3"
"CD36","CD36 RNA (ENSG00000135218_CD36)",0.449463967531681,0.95,0.438255485743379,0.460532691520846,837791004783.9,"< 0.001","Spearman correlation",20901,"day","3"
"CD32","CD32 RNA (ENSG00000143226_FCGR2A)",0.489138408248911,0.95,0.47844702195027,0.499684796807365,777415502378.179,"< 0.001","Spearman correlation",20901,"day","3"
"CD9","CD9 RNA (ENSG00000010278_CD9)",0.495336286318281,0.95,0.484729727953447,0.505797187213237,767983737354.579,"< 0.001","Spearman correlation",20901,"day","3"
"FceRIa","FceRIa RNA (ENSG00000179639_FCER1A)",0.411897861574656,0.95,0.400241028965403,0.423421424662596,894958099759.406,"< 0.001","Spearman correlation",20901,"day","3"
"CD41","CD41 RNA (ENSG00000005961_ITGA2B)",0.392833486029642,0.95,0.380964453663557,0.404573069164561,923969756402.159,"< 0.001","Spearman correlation",20901,"day","3"
"HLA-A-B-C","HLA-A-B-C RNA (ENSG00000206503_HLA-A)",0.260110366138611,0.95,0.247049391084064,0.273076845978001,1125944249285.07,"< 0.001","Spearman correlation",20901,"day","3"
"CD38","CD38 RNA (ENSG00000004468_CD38)",0.402574333489394,0.95,0.390812434531863,0.414204788538082,909146395351.361,"< 0.001","Spearman correlation",20901,"day","3"
"CD52","CD52 RNA (ENSG00000169442_CD52)",0.32363546503293,0.95,0.311082799711233,0.336075232653747,1029273453382.66,"< 0.001","Spearman correlation",20901,"day","3"
"CD82","CD82 RNA (ENSG00000085117_CD82)",0.320828410015038,0.95,0.308250874645594,0.333293800789454,1033545154606.98,"< 0.001","Spearman correlation",20901,"day","3"
"HLA-DR","HLA-DR RNA (ENSG00000204287_HLA-DRA)",0.275336142760196,0.95,0.262386613404303,0.288186520039646,1102774069783.43,"< 0.001","Spearman correlation",20901,"day","3"
"CD13","CD13 RNA (ENSG00000166825_ANPEP)",0.308357769911378,0.95,0.295672441169103,0.320934370536371,1052522641068.49,"< 0.001","Spearman correlation",20901,"day","3"
"CD44","CD44 RNA (ENSG00000026508_CD44)",0.251749896732953,0.95,0.238630509191304,0.264777406615928,1138666987944.75,"< 0.001","Spearman correlation",20901,"day","3"
"CD11a","CD11a RNA (ENSG00000005844_ITGAL)",0.262324172976296,0.95,0.249278995469186,0.275274169214097,1122575337269.22,"< 0.001","Spearman correlation",20901,"day","3"
"CD31","CD31 RNA (ENSG00000261371_PECAM1)",0.220832327450996,0.95,0.207514048096638,0.234068755684966,1185716517687.75,"< 0.001","Spearman correlation",20901,"day","3"
"CD123","CD123 RNA (ENSG00000185291_IL3RA)",0.289067213447521,0.95,0.276223802282649,0.301807400556789,1081878493782.14,"< 0.001","Spearman correlation",20901,"day","3"
"CD63","CD63 RNA (ENSG00000135404_CD63)",0.270607501009458,0.95,0.257622659616851,0.283494621011006,1109969990286.31,"< 0.001","Spearman correlation",20901,"day","3"
"CD33","CD33 RNA (ENSG00000105383_CD33)",0.214608648572428,0.95,0.201253589430875,0.227883936811273,1195187545692.49,"< 0.001","Spearman correlation",20901,"day","3"
"CD45","CD45 RNA (ENSG00000081237_PTPRC)",0.193969104902803,0.95,0.180499878961885,0.20736559450624,1226596251044.13,"< 0.001","Spearman correlation",20901,"day","3"
"CD81","CD81 RNA (ENSG00000110651_CD81)",0.257092701132491,0.95,0.244010414986127,0.2700814320262,1130536451154.67,"< 0.001","Spearman correlation",20901,"day","3"
"CD162","CD162 RNA (ENSG00000110876_SELPLG)",0.168512416256275,0.95,0.154918886118414,0.182042150267027,1265335558740.34,"< 0.001","Spearman correlation",20901,"day","3"
"KLRG1","KLRG1 RNA (ENSG00000139187_KLRG1)",0.161228998644013,0.95,0.147603256008928,0.174793551689226,1276419268797.03,"< 0.001","Spearman correlation",20901,"day","3"
"CD112","CD112 RNA (ENSG00000130202_NECTIN2)",0.17759283690626,0.95,0.164041555265155,0.191077102152829,1251517217539.13,"< 0.001","Spearman correlation",20901,"day","3"
"integrinB7","integrinB7 RNA (ENSG00000139626_ITGB7)",0.158875781276795,0.95,0.145239949657911,0.172451269775034,1280000332026.84,"< 0.001","Spearman correlation",20901,"day","3"
"CD18","CD18 RNA (ENSG00000160255_ITGB2)",0.153848076991502,0.95,0.140191211326863,0.167446414888788,1287651357893.48,"< 0.001","Spearman correlation",20901,"day","3"
"CD49b","CD49b RNA (ENSG00000164171_ITGA2)",0.143495867479521,0.95,0.129797928118802,0.157139045243265,1303405073358.55,"< 0.001","Spearman correlation",20901,"day","3"
"CD26","CD26 RNA (ENSG00000197635_DPP4)",0.0830612517088996,0.95,0.069183548481336,0.0969068136462874,1395372854728.27,"< 0.001","Spearman correlation",20901,"day","3"
"CD224","CD224 RNA (ENSG00000100031_GGT1)",0.163228552425659,0.95,0.14961150479075,0.176783692855655,1273376401349.58,"< 0.001","Spearman correlation",20901,"day","3"
"CD35","CD35 RNA (ENSG00000203710_CR1)",0.108485788049905,0.95,0.0946712305685495,0.122258571811368,1356682475550.37,"< 0.001","Spearman correlation",20901,"day","3"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.15138537962921,0.95,0.137718470054861,0.164994653977652,1291399024850.68,"< 0.001","Spearman correlation",20901,"day","3"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.119791308562913,0.95,0.106010650264064,0.133525960258019,1339478036909.48,"< 0.001","Spearman correlation",20901,"day","3"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.139541883535853,0.95,0.125829050474686,0.153201403100993,1309422140336.37,"< 0.001","Spearman correlation",20901,"day","3"
